capacity,cost
0.2559936937285819,228.94999700000002
0.2773265015392971,187.53999299999998
0.3093257132553698,143.043045
0.3306585210660849,113.39506499999999
0.3519913288768001,83.75
0.3839905405928729,54.849998
0.4053233484035879,35.599998
0.4373225601196608,18.98
0.4586553679303759,8.24
0.4799881757410911,2.55
0.5119873874571638,0.0
