capacity,cost
1.9120651543411054e-05,213.669998
2.094166597611687e-05,178.309998
2.2762680408822685e-05,144.860001
2.45836948415285e-05,114.900002
2.6404709274234312e-05,85.900002
2.913623092329304e-05,56.327999
3.095724535599885e-05,36.630001
3.2778259788704665e-05,20.74
3.4599274221410484e-05,10.65
3.6420288654116296e-05,3.42
3.8241303086822115e-05,0.0
