capacity,cost
2.331685478757745e-05,2698.610107
2.5634057747833583e-05,2048.939941
2.8023673300597736e-05,1494.5
3.0340876260853886e-05,1017.570007
3.2658079221110023e-05,600.599976
3.497528218136617e-05,300.140015
3.729248514162231e-05,128.119995
3.968210069438646e-05,52.799999
4.1999303654642604e-05,27.799999
4.431650661489875e-05,8.61
4.663370957515489e-05,0.0
