capacity,cost
1.9400732507655316,3684.179932
2.132736414236473,2943.790039
2.325399577707416,2315.810059
2.5180627411783574,1849.089966
2.7152064433346697,1500.930054
2.907869606805612,1196.609985
3.100532770276553,907.849976
3.293195933747496,626.47998
3.4903396359038084,352.869995
3.6830027993747514,109.209999
3.875665962845692,0.0
