capacity,cost
2.6076735148857724,4956.8901369999985
2.8675447586372758,3961.1899409999996
3.131896541074149,3115.830078
3.3917677848256518,2488.139893
3.6516390285771547,2019.9899899999998
3.911510272328658,1609.73999
4.171381516080161,1221.400024
4.435733298517035,843.0
4.695604542268538,474.700012
4.955475786020041,147.020004
5.215347029771545,0.0
