capacity,cost
0.22402693426853712,422.25
0.24642962769539084,337.769989
0.2688323211222445,265.350006
0.28675447586372754,212.100006
0.3091571692905812,171.929993
0.3315598627174349,137.149994
0.3539625561442887,104.269997
0.3763652495711424,71.790001
0.3987679429979961,40.57
0.42117063642484975,12.45
0.4435733298517035,0.0
