,kaf
1931-02-28,175976.97416788805
1931-03-31,175899.2214536926
1931-04-30,175860.62809801634
1931-05-31,175731.23065749314
1931-06-30,175529.0606417676
1931-07-31,175353.6306393293
1931-08-31,175209.49475498573
1931-09-30,175193.72754872713
1931-10-31,175162.21403792768
1931-11-30,175160.09228765132
1931-12-31,175160.5708188655
1932-01-31,175158.5515100106
1932-02-29,175158.24864114588
1932-03-31,175162.24492793757
1932-04-30,175165.49052389018
1932-05-31,175174.9026228927
1932-06-30,175032.38457441618
1932-07-31,174860.24957197788
1932-08-31,174715.94368763437
1932-09-30,174715.31450901635
1932-10-31,174718.21881161266
1932-11-30,174718.09906133625
1932-12-31,174717.41759255045
1933-01-31,174717.74428369562
1933-02-28,174716.87441483085
1933-03-31,174722.04070162255
1933-04-30,174689.38934594634
1933-05-31,174566.97090542314
1933-06-30,174377.8468896976
1933-07-31,174203.1548872593
1933-08-31,174058.29100291574
1933-09-30,174057.3068242978
1933-10-31,174059.55212689404
1933-11-30,174059.10437661764
1933-12-31,174058.52290783185
1934-01-31,174057.37059897697
1934-02-28,174056.41173011222
1934-03-31,173979.93701591674
1934-04-30,173983.05061186934
1934-05-31,173984.68271087186
1934-06-30,173788.7566951463
1934-07-31,173613.743692708
1934-08-31,173467.91080836448
1934-09-30,173465.0656297465
1934-10-31,173465.46993234276
1934-11-30,173464.43718206638
1934-12-31,173463.1887132806
1935-01-31,173462.32540442573
1935-02-28,173461.105535561
1935-03-31,173462.4838223527
1935-04-30,173468.1694183053
1935-05-31,173476.9445173078
1935-06-30,173320.89946883128
1935-07-31,173229.3686335782
1935-08-31,173227.72661345988
1935-09-30,173227.9664348419
1935-10-31,173230.91773743814
1935-11-30,173231.33398716175
1935-12-31,173231.26751837597
1936-01-31,173231.0022095211
1936-02-29,173235.89634065636
1936-03-31,173240.57462744805
1936-04-30,173247.93722340066
1936-05-31,173258.68932240314
1936-06-30,173102.62327392664
1936-07-31,173015.01243867358
1936-08-31,173014.37841855525
1936-09-30,173015.49223993727
1936-10-31,173018.5785425335
1936-11-30,173018.77079225713
1936-12-31,173020.49832347134
1937-01-31,173020.93601461645
1937-02-28,173025.5261457517
1937-03-31,173031.9514325434
1937-04-30,173041.157028496
1937-05-31,173064.0403026816
1937-06-30,173021.74825420507
1937-07-31,173009.56141895198
1937-08-31,173039.25412394712
1937-09-30,173042.0539453291
1937-10-31,173046.93524792534
1937-11-30,173049.45949764893
1937-12-31,173055.04402886314
1938-01-31,173059.2497200083
1938-02-28,173065.55985114357
1938-03-31,173085.38813793525
1938-04-30,173099.16473388785
1938-05-31,173130.17200807345
1938-06-30,173109.13495959697
1938-07-31,173101.20212434384
1938-08-31,173130.70182933894
1938-09-30,173138.72065072096
1938-10-31,173146.6949533172
1938-11-30,173152.6602030408
1938-12-31,173157.769734255
1939-01-31,173162.85442540015
1939-02-28,173167.7105565354
1939-03-31,173176.05484332712
1939-04-30,173185.2024392797
1939-05-31,173192.06553828222
1939-06-30,173030.2434898057
1939-07-31,172895.64328555347
1939-08-31,172838.8756172092
1939-09-30,172841.89843859122
1939-10-31,172846.90274118746
1939-11-30,172849.85299091105
1939-12-31,172852.23052212526
1940-01-31,172859.09721327038
1940-02-29,172865.52334440564
1940-03-31,172877.25463119734
1940-04-30,172885.98622714993
1940-05-31,172899.33432615243
1940-06-30,172746.00227767593
1940-07-31,172656.54744242286
1940-08-31,172657.44342230452
1940-09-30,172660.74124368656
1940-10-31,172668.7045462828
1940-11-30,172672.1587960064
1940-12-31,172679.23132722062
1941-01-31,172685.55201836574
1941-02-28,172693.25914950098
1941-03-31,172702.40943629268
1941-04-30,172712.9820322453
1941-05-31,172736.95430643088
1941-06-30,172746.98786107544
1941-07-31,172763.77194634374
1941-08-31,172798.3326513388
1941-09-30,172804.74247272086
1941-10-31,172813.82277531706
1941-11-30,172819.08002504063
1941-12-31,172827.32355625488
1942-01-31,172835.2012474
1942-02-28,172842.94737853526
1942-03-31,172853.12966532697
1942-04-30,172862.15526127958
1942-05-31,172880.88853546514
1942-06-30,172764.0709767902
1942-07-31,172690.33914153712
1942-08-31,172700.7881214188
1942-09-30,172705.9769428008
1942-10-31,172715.37824539706
1942-11-30,172720.94349512068
1942-12-31,172725.94102633488
1943-01-31,172733.63771748
1943-02-28,172741.91784861527
1943-03-31,172756.12213540694
1943-04-30,172769.19073135962
1943-05-31,172792.7110055452
1943-06-30,172698.99958946492
1943-07-31,172629.55975421186
1943-08-31,172530.57924381414
1943-09-30,172535.27806519615
1943-10-31,172544.6463677924
1943-11-30,172549.81161751598
1943-12-31,172554.30114873018
1944-01-31,172558.2928398753
1944-02-29,172562.96397101055
1944-03-31,172571.57825780223
1944-04-30,172578.83785375487
1944-05-31,172590.41295275738
1944-06-30,172445.30690428085
1944-07-31,172383.2420690278
1944-08-31,172397.58804890947
1944-09-30,172401.27887029148
1944-10-31,172410.90817288772
1944-11-30,172415.60742261133
1944-12-31,172418.96095382553
1945-01-31,172423.12764497063
1945-02-28,172430.01577610592
1945-03-31,172443.34206289766
1945-04-30,172453.83365885026
1945-05-31,172474.82293303582
1945-06-30,172357.23997582847
1945-07-31,172308.21014057542
1945-08-31,172329.0221204571
1945-09-30,172334.32094183913
1945-10-31,172346.1332444354
1945-11-30,172352.101494159
1945-12-31,172359.7910253732
1946-01-31,172365.91971651837
1946-02-28,172370.3318476536
1946-03-31,172383.56313444528
1946-04-30,172395.01973039788
1946-05-31,172409.22582940038
1946-06-30,172288.39678092385
1946-07-31,172240.23794567081
1946-08-31,172266.28292555248
1946-09-30,172269.52374693454
1946-10-31,172281.98104953073
1946-11-30,172288.60129925437
1946-12-31,172293.5078304686
1947-01-31,172297.28552161372
1947-02-28,172300.61765274894
1947-03-31,172311.8779395407
1947-04-30,172318.65253549328
1947-05-31,172333.4426344958
1947-06-30,172222.66758601926
1947-07-31,172182.20275076618
1947-08-31,172160.0941511788
1947-09-30,172161.82197256087
1947-10-31,172175.35727515712
1947-11-30,172178.1485248807
1947-12-31,172180.7060560949
1948-01-31,172184.56574724006
1948-02-29,172186.8758783753
1948-03-31,172197.928165167
1948-04-30,172201.54276111958
1948-05-31,172216.44086012212
1948-06-30,172113.55681164554
1948-07-31,172077.6799763925
1948-08-31,172111.16995627419
1948-09-30,172112.38977765618
1948-10-31,172124.52008025243
1948-11-30,172126.47532997606
1948-12-31,172128.17086119027
1949-01-31,172129.8785523354
1949-02-28,172131.51868347067
1949-03-31,172140.52197026234
1949-04-30,172146.04356621494
1949-05-31,172158.41666521743
1949-06-30,172054.02961674097
1949-07-31,172021.2467814879
1949-08-31,172000.71721136954
1949-09-30,172000.3770327516
1949-10-31,172014.83233534786
1949-11-30,172016.45558507144
1949-12-31,172017.75111628565
1950-01-31,172018.88980743074
1950-02-28,172020.43293856602
1950-03-31,172029.70022535772
1950-04-30,172035.62382131032
1950-05-31,172051.93892031282
1950-06-30,171951.14787183632
1950-07-31,171917.91703658324
1950-08-31,171954.7880164649
1950-09-30,171954.59783784693
1950-10-31,171962.96614044314
1950-11-30,171967.7593901668
1950-12-31,171969.517921381
1951-01-31,171971.30661252612
1951-02-28,171972.54874366138
1951-03-31,171984.69903045308
1951-04-30,171989.5526264057
1951-05-31,172004.52072540813
1951-06-30,171904.95567693166
1951-07-31,171874.79184167858
1951-08-31,171913.42582156026
1951-09-30,171912.96064294231
1951-10-31,171926.3279455385
1951-11-30,171927.51919526214
1951-12-31,171929.66272647635
1952-01-31,171932.6624176215
1952-02-29,171934.73054875672
1952-03-31,171942.07383554842
1952-04-30,171947.55343150106
1952-05-31,171976.89170568663
1952-06-30,172022.12426033118
1952-07-31,172096.4913455995
1952-08-31,172167.6720505946
1952-09-30,172171.6428719766
1952-10-31,172185.01617457284
1952-11-30,172189.24342429644
1952-12-31,172193.19195551064
1953-01-31,172198.23864665578
1953-02-28,172204.09277779105
1953-03-31,172218.22106458273
1953-04-30,172224.67366053537
1953-05-31,172234.87975953784
1953-06-30,172137.8607110613
1953-07-31,172110.91987580823
1953-08-31,172152.97985568992
1953-09-30,172154.99567707194
1953-10-31,172170.2989796682
1953-11-30,172173.7542293918
1953-12-31,172177.22676060602
1954-01-31,172180.93445175115
1954-02-28,172185.6855828864
1954-03-31,172197.8248696781
1954-04-30,172203.97446563072
1954-05-31,172210.25456463321
1954-06-30,172105.25051615667
1954-07-31,172082.39168090365
1954-08-31,172117.5896037283
1954-09-30,172119.99242511028
1954-10-31,172138.26872770654
1954-11-30,172142.02197743015
1954-12-31,172145.62750864436
1955-01-31,172149.8971997895
1955-02-28,172153.82833092473
1955-03-31,172167.10961771646
1955-04-30,172171.24321366905
1955-05-31,172176.54631267153
1955-06-30,172076.71726419506
1955-07-31,172062.04942894194
1955-08-31,172080.89355882365
1955-09-30,172086.10938020566
1955-10-31,172105.5966828019
1955-11-30,172109.7989325255
1955-12-31,172118.8454637397
1956-01-31,172123.72315488482
1956-02-29,172130.78328602007
1956-03-31,172148.28757281177
1956-04-30,172155.22716876437
1956-05-31,172168.94544294995
1956-06-30,172085.83888696722
1956-07-31,172083.53605171412
1956-08-31,172144.10303159582
1956-09-30,172149.23385297786
1956-10-31,172162.8671555741
1956-11-30,172168.4874052977
1956-12-31,172173.6319365119
1957-01-31,172179.32362765702
1957-02-28,172185.46775879228
1957-03-31,172204.29704558398
1957-04-30,172209.54764153654
1957-05-31,172222.77074053907
1957-06-30,172146.17869206256
1957-07-31,172153.2568568095
1957-08-31,172216.93483669116
1957-09-30,172225.97365807314
1957-10-31,172242.04796066938
1957-11-30,172248.349210393
1957-12-31,172254.12874160722
1958-01-31,172260.10043275234
1958-02-28,172265.6415638876
1958-03-31,172274.6908506793
1958-04-30,172285.4804466319
1958-05-31,172303.7077208175
1958-06-30,172294.558672341
1958-07-31,172369.88283708793
1958-08-31,172467.065542083
1958-09-30,172475.612363465
1958-10-31,172486.52266606127
1958-11-30,172494.30091578487
1958-12-31,172502.3354469991
1959-01-31,172512.94213814422
1959-02-28,172520.6692692795
1959-03-31,172536.9785560712
1959-04-30,172547.9121520238
1959-05-31,172570.2192510263
1959-06-30,172516.8802025498
1959-07-31,172461.05042595294
1959-08-31,172396.70469771087
1959-09-30,172406.25651909286
1959-10-31,172422.6708216891
1959-11-30,172430.22007141268
1959-12-31,172437.24660262692
1960-01-31,172446.17029377204
1960-02-29,172453.09242490726
1960-03-31,172470.871711699
1960-04-30,172479.1393076516
1960-05-31,172502.9794066541
1960-06-30,172451.9833581776
1960-07-31,172381.79638292448
1960-08-31,172379.74518332403
1960-09-30,172386.74500470608
1960-10-31,172406.75930730233
1960-11-30,172413.94755702597
1960-12-31,172420.48508824015
1961-01-31,172427.58777938527
1961-02-28,172433.92391052053
1961-03-31,172453.09019731224
1961-04-30,172462.02479326483
1961-05-31,172482.31589226733
1961-06-30,172418.8418437908
1961-07-31,172431.74000853774
1961-08-31,172481.10387245507
1961-09-30,172488.70769383712
1961-10-31,172503.54599643333
1961-11-30,172510.42524615693
1961-12-31,172516.72877737114
1962-01-31,172523.41246851627
1962-02-28,172533.1525996515
1962-03-31,172542.0918864432
1962-04-30,172553.9044823958
1962-05-31,172570.5335813983
1962-06-30,172482.4105329218
1962-07-31,172486.82469766872
1962-08-31,172553.9366775504
1962-09-30,172566.44149893243
1962-10-31,172581.72180152868
1962-11-30,172590.9610512523
1962-12-31,172598.5855824665
1963-01-31,172606.93727361163
1963-02-28,172614.5834047469
1963-03-31,172631.3426915386
1963-04-30,172640.6432874912
1963-05-31,172657.1083864937
1963-06-30,172569.07133801718
1963-07-31,172575.4015027641
1963-08-31,172642.22948264578
1963-09-30,172655.0183040278
1963-10-31,172671.61060662405
1963-11-30,172680.30385634766
1963-12-31,172688.99938756187
1964-01-31,172698.916078707
1964-02-29,172709.25320984225
1964-03-31,172727.07049663394
1964-04-30,172738.73609258654
1964-05-31,172759.50319158903
1964-06-30,172683.22114311255
1964-07-31,172691.83930785948
1964-08-31,172756.11328774114
1964-09-30,172770.62210912321
1964-10-31,172788.49041171942
1964-11-30,172798.20766144304
1964-12-31,172807.25419265724
1965-01-31,172817.03088380233
1965-02-28,172828.43301493762
1965-03-31,172848.22230172929
1965-04-30,172855.83889768188
1965-05-31,172873.1139966844
1965-06-30,172782.51594820787
1965-07-31,172782.65511295482
1965-08-31,172847.7800928365
1965-09-30,172860.02191421852
1965-10-31,172876.33921681475
1965-11-30,172886.5904665384
1965-12-31,172896.1499977526
1966-01-31,172905.28068889776
1966-02-28,172914.81682003298
1966-03-31,172932.12010682467
1966-04-30,172945.12070277723
1966-05-31,172964.53780177978
1966-06-30,172873.80975330327
1966-07-31,172871.7159180502
1966-08-31,172902.17401737132
1966-09-30,172917.0818387533
1966-10-31,172938.91414134955
1966-11-30,172950.12239107315
1966-12-31,172960.98592228733
1967-01-31,172970.8426134325
1967-02-28,172980.87174456776
1967-03-31,173001.51803135948
1967-04-30,173017.65762731212
1967-05-31,173048.10390149767
1967-06-30,173100.56545614224
1967-07-31,173209.56854141055
1967-08-31,173311.55524640562
1967-09-30,173327.32206778767
1967-10-31,173349.88337038388
1967-11-30,173364.0496201075
1967-12-31,173377.6571513217
1968-01-31,173392.91484246682
1968-02-29,173406.26497360208
1968-03-31,173430.16626039374
1968-04-30,173444.45785634642
1968-05-31,173463.8669553489
1968-06-30,173357.88590687234
1968-07-31,173349.0390716193
1968-08-31,173386.93693553662
1968-09-30,173403.82575691864
1968-10-31,173418.81905951488
1968-11-30,173432.16630923847
1968-12-31,173445.04384045268
1969-01-31,173465.6595315978
1969-02-28,173485.00166273303
1969-03-31,173504.82894952476
1969-04-30,173527.87454547733
1969-05-31,173570.71981966295
1969-06-30,173640.8993743075
1969-07-31,173711.3063718692
1969-08-31,173783.36807686428
1969-09-30,173806.05089824632
1969-10-31,173829.98420084253
1969-11-30,173848.57545056613
1969-12-31,173866.79698178035
1970-01-31,173889.09767292548
1970-02-28,173907.08580406074
1970-03-31,173927.94809085244
1970-04-30,173944.56068680505
1970-05-31,173962.52878580755
1970-06-30,173831.38173733102
1970-07-31,173775.82890207795
1970-08-31,173811.24988195964
1970-09-30,173829.49970334163
1970-10-31,173848.87800593788
1970-11-30,173865.5242556615
1970-12-31,173880.37878687572
1971-01-31,173896.47147802086
1971-02-28,173914.6786091561
1971-03-31,173933.8538959478
1971-04-30,173947.5924919004
1971-05-31,173961.46359090292
1971-06-30,173822.51254242635
1971-07-31,173753.2567071733
1971-08-31,173774.14668705498
1971-09-30,173794.920508437
1971-10-31,173815.17081103325
1971-11-30,173831.58206075686
1971-12-31,173847.63959197106
1972-01-31,173865.0912831162
1972-02-29,173885.56641425146
1972-03-31,173902.70670104315
1972-04-30,173916.41829699575
1972-05-31,173928.29639599824
1972-06-30,173788.05634752172
1972-07-31,173713.45351226866
1972-08-31,173691.54017618598
1972-09-30,173711.72699756804
1972-10-31,173733.5413001643
1972-11-30,173749.3795498879
1972-12-31,173763.85708110212
1973-01-31,173778.99477224724
1973-02-28,173792.7359033825
1973-03-31,173809.2051901742
1973-04-30,173831.5767861268
1973-05-31,173851.2680603124
1973-06-30,173785.0980118359
1973-07-31,173704.10717658282
1973-08-31,173708.4451564645
1973-09-30,173727.31897784653
1973-10-31,173748.84728044274
1973-11-30,173765.90353016634
1973-12-31,173785.24006138058
1974-01-31,173800.7307525257
1974-02-28,173819.84088366095
1974-03-31,173836.4221704527
1974-04-30,173855.32976640528
1974-05-31,173880.8798654078
1974-06-30,173739.35581693132
1974-07-31,173659.32798167822
1974-08-31,173664.9699615599
1974-09-30,173686.78278294188
1974-10-31,173709.34508553814
1974-11-30,173727.93233526178
1974-12-31,173747.42986647598
1975-01-31,173768.2225576211
1975-02-28,173787.97068875635
1975-03-31,173805.31597554806
1975-04-30,173826.00857150066
1975-05-31,173841.91467050315
1975-06-30,173698.67362202663
1975-07-31,173518.74361958832
1975-08-31,173378.6447352448
1975-09-30,173404.03055662682
1975-10-31,173424.59885922307
1975-11-30,173444.43910894668
1975-12-31,173468.8436401609
1976-01-31,173486.72533130602
1976-02-29,173506.17046244128
1976-03-31,173524.00274923298
1976-04-30,173509.5023935568
1976-05-31,173399.9299530336
1976-06-30,173210.00293730802
1976-07-31,173028.6979348697
1976-08-31,172881.7480505262
1976-09-30,172891.64084426756
1976-10-31,172869.55052001288
1976-11-30,172886.56076973648
1976-12-31,172905.17230095068
1977-01-31,172916.87399209582
1977-02-28,172932.77712323106
1977-03-31,172869.2904090356
1977-04-30,172846.5330533594
1977-05-31,172735.97861283622
1977-06-30,172559.27959711064
1977-07-31,172420.12459467232
1977-08-31,172342.23071032882
1977-09-30,172360.4925317108
1977-10-31,172378.10683430705
1977-11-30,172393.84708403065
1977-12-31,172410.14361524483
1978-01-31,172424.50830639
1978-02-28,172441.00743752526
1978-03-31,172463.68872431695
1978-04-30,172488.48532026954
1978-05-31,172517.9575944551
1978-06-30,172555.29014909972
1978-07-31,172592.96323436796
1978-08-31,172642.96593936306
1978-09-30,172666.06476074507
1978-10-31,172682.5550633413
1978-11-30,172703.4643130649
1978-12-31,172729.4808442791
1979-01-31,172746.70153542425
1979-02-28,172766.16566655948
1979-03-31,172785.60595335122
1979-04-30,172812.87154930382
1979-05-31,172848.52800203368
1979-06-30,172714.74095355714
1979-07-31,172648.0721183041
1979-08-31,172661.35309818573
1979-09-30,172687.67191956774
1979-10-31,172706.94422216402
1979-11-30,172730.59947188766
1979-12-31,172759.35800310186
1980-01-31,172780.76569424695
1980-02-29,172805.6838253822
1980-03-31,172834.8501121739
1980-04-30,172870.4797081265
1980-05-31,172904.9489823121
1980-06-30,172904.34853695668
1980-07-31,172961.79553451837
1980-08-31,173010.10823951344
1980-09-30,173037.93506089546
1980-10-31,173053.2743634917
1980-11-30,173080.04161321532
1980-12-31,173114.58214442953
1981-01-31,173137.72083557464
1981-02-28,173160.9019667099
1981-03-31,173189.1222535016
1981-04-30,173223.0678494542
1981-05-31,173254.65894845672
1981-06-30,173121.2018999802
1981-07-31,173052.30606472713
1981-08-31,173027.25472864448
1981-09-30,173055.8965500265
1981-10-31,173075.34185262275
1981-11-30,173102.61610234634
1981-12-31,173127.79163356056
1982-01-31,173146.54532470572
1982-02-28,173170.14245584098
1982-03-31,173198.52074263268
1982-04-30,173229.53133858528
1982-05-31,173271.64061277086
1982-06-30,173255.70515014292
1982-07-31,173271.85731488987
1982-08-31,173316.76001988494
1982-09-30,173345.04584126695
1982-10-01,1769809.026
1982-11-01,1775153.5319
1982-12-01,1775180.6575
1983-01-01,1775546.3761
1983-02-01,1780537.4342
1983-03-01,1785163.35215
1983-04-01,1782971.46765
1983-05-01,1771593.88655
1983-06-01,1756806.04165
1983-07-01,1753754.0493
1983-08-01,1755015.2247000001
1983-09-01,1759644.76755
1983-10-01,1769541.74025
1983-11-01,1776854.82525
1983-12-01,1777300.83965
1984-01-01,1773761.1598999999
1984-02-01,1776653.7058
1984-03-01,1779331.78015
1984-04-01,1775763.56115
1984-05-01,1761690.0067500002
1984-06-01,1752721.0385999999
1984-07-01,1751847.8859500003
1984-08-01,1754351.9610499998
1984-09-01,1759141.93705
1984-10-01,1767865.2341500001
1984-11-01,1775267.3597999997
1984-12-01,1775518.01145
1985-01-01,1773039.0318499997
1985-02-01,1775065.1407
1985-03-01,1779673.60295
1985-04-01,1776531.2290999999
1985-05-01,1764474.6409
1985-06-01,1753746.7716
1985-07-01,1751802.1860500001
1985-08-01,1755551.13465
1985-09-01,1762489.70575
1985-10-01,1770408.3815000001
1985-11-01,1775986.03635
1985-12-01,1774598.11525
1986-01-01,1773238.3142
1986-02-01,1778251.8332
1986-03-01,1782262.9179999998
1986-04-01,1778632.9517
1986-05-01,1765480.0256
1986-06-01,1754513.63545
1986-07-01,1753827.4304999998
1986-08-01,1756321.7795
1986-09-01,1761876.4879
1986-10-01,1768868.6807500003
1986-11-01,1774604.9801999999
1986-12-01,1773259.9916499997
1987-01-01,1771912.5117499998
1987-02-01,1775026.4651
1987-03-01,1778499.59185
1987-04-01,1773764.2961000002
1987-05-01,1760261.9447499998
1987-06-01,1753347.80335
1987-07-01,1752897.62425
1987-08-01,1755239.57475
1987-09-01,1759535.2702499998
1987-10-01,1765333.0582500002
1987-11-01,1772574.1651499998
1987-12-01,1774254.6449
1988-01-01,1773255.8879999998
1988-02-01,1775789.3593500003
1988-03-01,1777087.9427
1988-04-01,1772405.8269500001
1988-05-01,1762193.5196
1988-06-01,1753726.036
1988-07-01,1752198.66395
1988-08-01,1754910.3472
1988-09-01,1758569.15845
1988-10-01,1766446.94135
1988-11-01,1773060.7045500001
1988-12-01,1772887.7219500002
1989-01-01,1770404.8916500001
1989-02-01,1772812.5293
1989-03-01,1776568.9394
1989-04-01,1772283.5801
1989-05-01,1760886.6678499999
1989-06-01,1752355.9126
1989-07-01,1751479.4401000002
1989-08-01,1754204.86855
1989-09-01,1761410.4371500001
1989-10-01,1769775.0909499999
1989-11-01,1777168.95485
1989-12-01,1775216.9614
1990-01-01,1773102.6912500001
1990-02-01,1775914.0825999998
1990-03-01,1778582.75985
1990-04-01,1773995.34155
1990-05-01,1761242.36715
1990-06-01,1753333.6063
1990-07-01,1750957.8861000002
1990-08-01,1753285.264
1990-09-01,1759273.6633000001
1990-10-01,1765994.3721500002
1990-11-01,1773192.0132
1990-12-01,1773307.0405000001
1991-01-01,1770174.3153000001
1991-02-01,1773541.068
1991-03-01,1779286.6099
1991-04-01,1777580.3315999997
1991-05-01,1766126.68485
1991-06-01,1754672.08695
1991-07-01,1752842.7847
1991-08-01,1755117.4075
1991-09-01,1759282.3323
1991-10-01,1765108.2738
1991-11-01,1772541.6647
1991-12-01,1772821.93235
1992-01-01,1770878.7355499999
1992-02-01,1775791.6021500002
1992-03-01,1779846.7628000001
1992-04-01,1775099.5901
1992-05-01,1759341.1574000001
1992-06-01,1753437.58375
1992-07-01,1753713.77305
1992-08-01,1753759.56875
1992-09-01,1759110.898
1992-10-01,1765856.831
1992-11-01,1773417.57045
1992-12-01,1774611.3386000001
1993-01-01,1777809.8553000002
1993-02-01,1780773.2510999998
1993-03-01,1782488.26275
1993-04-01,1778919.4541
1993-05-01,1765268.5579
1993-06-01,1755871.3251999998
1993-07-01,1753329.1726999998
1993-08-01,1755899.8593
1993-09-01,1761056.3088
1993-10-01,1768359.9152000002
1993-11-01,1772894.7686
1993-12-01,1772133.9315000002
1994-01-01,1769658.27315
1994-02-01,1772610.6480999999
1994-03-01,1775899.5133
1994-04-01,1773175.43255
1994-05-01,1764442.0774500002
1994-06-01,1753985.6135
1994-07-01,1752498.9268
1994-08-01,1753821.3613
1994-09-01,1759525.43605
1994-10-01,1768210.4432
1994-11-01,1774520.8751
1994-12-01,1773316.86665
1995-01-01,1776564.8260000001
1995-02-01,1780183.9629
1995-03-01,1783103.6627
1995-04-01,1779602.4381499998
1995-05-01,1770779.9423999998
1995-06-01,1759428.64785
1995-07-01,1754052.37045
1995-08-01,1755300.7024999997
1995-09-01,1758946.6789000002
1995-10-01,1765450.0814500002
1995-11-01,1772636.0358000002
1995-12-01,1775011.4544000002
1996-01-01,1771934.7948
1996-02-01,1775598.7181
1996-03-01,1778048.59675
1996-04-01,1773731.0853499998
1996-05-01,1760698.3461499999
1996-06-01,1754067.2976
1996-07-01,1753432.5396
1996-08-01,1755052.9892499999
1996-09-01,1760869.79755
1996-10-01,1767932.4049000002
1996-11-01,1774744.91265
1996-12-01,1775387.7063
1997-01-01,1777569.1635
1997-02-01,1780815.1324999998
1997-03-01,1782080.7892
1997-04-01,1775155.3367
1997-05-01,1759774.34525
1997-06-01,1753019.00925
1997-07-01,1753149.7848999999
1997-08-01,1756374.27455
1997-09-01,1762740.43815
1997-10-01,1769806.8296
1997-11-01,1775166.6756000002
1997-12-01,1774899.4881
1998-01-01,1775132.5204500002
1998-02-01,1782092.3739
1998-03-01,1785454.01545
1998-04-01,1784489.59815
1998-05-01,1777629.0030999999
1998-06-01,1767530.6303
1998-07-01,1755786.15705
1998-08-01,1754795.5359
1998-09-01,1758955.8694
1998-10-01,1767188.3187
1998-11-01,1773069.76645
1998-12-01,1771967.1313
1999-01-01,1769770.8895
1999-02-01,1772895.0608999997
1999-03-01,1776578.8813
1999-04-01,1774952.5704
1999-05-01,1764463.6539500002
1999-06-01,1754955.4104499999
1999-07-01,1753460.2838
1999-08-01,1756526.42435
1999-09-01,1762001.73375
1999-10-01,1768453.2355
1999-11-01,1774291.7941
