capacity,cost
0.04842384249354634,28.879998999999998
0.05534153427833868,20.469998999999998
0.062259226063131015,15.09
0.06917691784792335,9.73
0.07609460963271568,5.365
0.08301230141750801,1.02
0.08992999320230036,0.0
