capacity,cost
5.800625123710485e-06,314.570007
6.28401055068636e-06,258.790009
6.767395977662234e-06,207.679993
7.492474118126044e-06,152.43864399999995
7.975859545101918e-06,115.62773899999999
8.459244972077791e-06,78.82
9.184323112541602e-06,45.919998
9.667708539517476e-06,24.959999
1.0392786679981289e-05,12.41
1.0876172106957159e-05,4.06
1.1359557533933035e-05,0.0
