,kaf
1934-03-31,140150.07256964134
1934-04-30,140121.06996964134
1934-05-31,140104.77001964135
1934-06-30,140100.06106964135
1934-07-31,140094.05038964134
1934-08-31,140084.18486964135
1934-09-30,140053.49020964134
1934-10-31,140024.02425964133
1934-11-30,139995.83529964133
1934-12-31,139966.68008964133
1935-01-31,140002.90922964134
1935-02-28,139971.44188964134
1935-03-31,139945.78773964135
1935-04-30,139915.17613964135
1935-05-31,139896.27718964135
1935-06-30,139884.15423964136
1935-07-31,139873.83455964134
1935-08-31,139861.24903964138
1935-09-30,139829.74137964135
1935-10-31,139800.15242964134
1935-11-30,139767.89746964138
1935-12-31,139734.21825964138
1936-01-31,139757.40539964134
1936-02-29,139824.06512489822
1936-03-31,139796.4359748982
1936-04-30,139758.4213748982
1936-05-31,139735.3814248982
1936-06-30,139724.1474748982
1936-07-31,139714.3807948982
1936-08-31,139701.06627489818
1936-09-30,139670.74561489822
1936-10-31,139643.1776648982
1936-11-30,139612.2897048982
1936-12-31,139609.2084948982
1937-01-31,139595.3351573809
1937-02-28,139588.77681738092
1937-03-31,139566.5616673809
1937-04-30,139509.93006738092
1937-05-31,139482.02311738092
1937-06-30,139445.0161673809
1937-07-31,139434.3234873809
1937-08-31,139420.7539673809
1937-09-30,139389.68030738088
1937-10-31,139359.9013573809
1937-11-30,139327.2203973809
1937-12-31,139291.77418738088
1938-01-31,139262.4693273809
1938-02-28,139262.7409873809
1938-03-31,139307.0468373809
1938-04-30,139258.78723738092
1938-05-31,139209.74328738093
1938-06-30,139179.88533738093
1938-07-31,139158.51365738088
1938-08-31,139144.6061373809
1938-09-30,139113.0584773809
1938-10-31,139083.6435273809
1938-11-30,139051.7775673809
1938-12-31,139019.3393573809
1939-01-31,138989.0144973809
1939-02-28,138951.0281573809
1939-03-31,138925.6690073809
1939-04-30,138892.8854073809
1939-05-31,138866.7364573809
1939-06-30,138855.7635073809
1939-07-31,138841.9408273809
1939-08-31,138826.7813073809
1939-09-30,138794.1046473809
1939-10-31,138764.92169738092
1939-11-30,138731.38473738093
1939-12-31,138696.23852738092
1940-01-31,138731.30187352616
1940-02-29,138721.53953352614
1940-03-31,138689.42338352618
1940-04-30,138649.70878352618
1940-05-31,138607.8658335262
1940-06-30,138587.29088352618
1940-07-31,138577.63920352614
1940-08-31,138563.59768352614
1940-09-30,138530.99502352616
1940-10-31,138500.91007352615
1940-11-30,138467.76911352618
1940-12-31,138461.4883139329
1941-01-31,138429.12245393288
1941-02-28,138427.01011393292
1941-03-31,138412.23996393292
1941-04-30,138375.14536393288
1941-05-31,138352.9754139329
1941-06-30,138321.25746393288
1941-07-31,138298.80578393288
1941-08-31,138288.30726393292
1941-09-30,138256.50660393288
1941-10-31,138227.0156539329
1941-11-30,138194.81569393288
1941-12-31,138200.9764839329
1942-01-31,138157.1986239329
1942-02-28,138114.92828393288
1942-03-31,138087.92513393288
1942-04-30,138045.3705339329
1942-05-31,138001.3285839329
1942-06-30,137978.2196339329
1942-07-31,137970.9879539329
1942-08-31,137959.3864339329
1942-09-30,137926.43977393289
1942-10-31,137896.5958239329
1942-11-30,137862.34086393288
1942-12-31,137827.42665393293
1943-01-31,137854.69179393293
1943-02-28,137810.02345393292
1943-03-31,137837.11330393289
1943-04-30,137776.7387039329
1943-05-31,137724.4237539329
1943-06-30,137699.06980393289
1943-07-31,137692.88912393292
1943-08-31,137682.58760393292
1943-09-30,137648.98394393292
1943-10-31,137618.90499393293
1943-11-30,137584.29403393294
1943-12-31,137550.22382393293
1944-01-31,137517.30096393294
1944-02-29,137515.40762393293
1944-03-31,137481.33147393292
1944-04-30,137444.67187393288
1944-05-31,137413.26092393292
1944-06-30,137401.46797393294
1944-07-31,137393.93129393292
1944-08-31,137381.18477393294
1944-09-30,137347.14811393293
1944-10-31,137317.97316393294
1944-11-30,137334.08389791264
1944-12-31,137298.25068791266
1945-01-31,137299.17909584678
1945-02-28,137266.73275584678
1945-03-31,137242.62160584677
1945-04-30,137197.70500584677
1945-05-31,137156.25005584676
1945-06-30,137138.93710584677
1945-07-31,137133.21542584678
1945-08-31,137124.90990584678
1945-09-30,137091.9522458468
1945-10-31,137060.3662958468
1945-11-30,137026.8623358468
1945-12-31,136986.1341258468
1946-01-31,136948.74226584678
1946-02-28,136914.2799258468
1946-03-31,136891.5777758468
1946-04-30,136858.8951758468
1946-05-31,136828.7402258468
1946-06-30,136828.8762758468
1946-07-31,136825.5685958468
1946-08-31,136816.7900758468
1946-09-30,136782.81341584682
1946-10-31,136754.28146584678
1946-11-30,136723.26550584682
1946-12-31,136691.57329584679
1947-01-31,136656.8724358468
1947-02-28,136624.2010958468
1947-03-31,136600.5109458468
1947-04-30,136570.12534584678
1947-05-31,136553.79239584674
1947-06-30,136560.02744584676
1947-07-31,136560.07676584675
1947-08-31,136554.58224584674
1947-09-30,136521.22058584675
1947-10-31,136494.13763584677
1947-11-30,136460.27167584677
1947-12-31,136424.62946584675
1948-01-31,136395.33160584676
1948-02-29,136360.14526584678
1948-03-31,136337.53611584677
1948-04-30,136307.55751584677
1948-05-31,136289.77356584676
1948-06-30,136297.50861584675
1948-07-31,136301.98993584677
1948-08-31,136299.74541584673
1948-09-30,136266.56675584672
1948-10-31,136240.0058058467
1948-11-30,136205.9348458467
1948-12-31,136171.7136358467
1949-01-31,136137.9327758467
1949-02-28,136103.96743584672
1949-03-31,136083.76528584672
1949-04-30,136057.04468584672
1949-05-31,136043.36473584673
1949-06-30,136053.34578584673
1949-07-31,136061.25210584677
1949-08-31,136061.37858584675
1949-09-30,136028.42192584675
1949-10-31,136001.44797584676
1949-11-30,135967.51301584672
1949-12-31,135933.18580584673
1950-01-31,135954.04194584672
1950-02-28,135920.86160584673
1950-03-31,135900.78845584672
1950-04-30,135873.52585584673
1950-05-31,135867.36490584677
1950-06-30,135880.27795584674
1950-07-31,135890.99427584675
1950-08-31,135892.19675584676
1950-09-30,135859.39109584675
1950-10-31,135871.58618048838
1950-11-30,135903.90322048837
1950-12-31,135854.02601048836
1951-01-31,135868.66815048835
1951-02-28,135877.95081048837
1951-03-31,135848.15066048838
1951-04-30,135809.05806048837
1951-05-31,135790.36811048837
1951-06-30,135795.06016048839
1951-07-31,135795.0314804884
1951-08-31,135787.5409604884
1951-09-30,135744.4483004884
1951-10-31,135707.4553504884
1951-11-30,135663.3913904884
1951-12-31,135642.53208106212
1952-01-31,135694.69863615243
1952-02-29,135646.73829615244
1952-03-31,135639.01114615245
1952-04-30,135573.71154615245
1952-05-31,135538.61559615243
1952-06-30,135523.16964615247
1952-07-31,135517.41396615247
1952-08-31,135508.43944615248
1952-09-30,135467.02878615248
1952-10-31,135430.6238361525
1952-11-30,135387.75587615249
1952-12-31,135356.95266615247
1953-01-31,135305.75380615247
1953-02-28,135262.38746615243
1953-03-31,135236.07931615243
1953-04-30,135196.85671615246
1953-05-31,135185.42376615247
1953-06-30,135194.19681615243
1953-07-31,135192.92213615245
1953-08-31,135185.45061615243
1953-09-30,135143.52495615245
1953-10-31,135107.59500615243
1953-11-30,135063.46404615245
1953-12-31,135017.91383615247
1954-01-31,134991.85797615247
1954-02-28,134947.09363615248
1954-03-31,134917.55848615247
1954-04-30,134879.81088615247
1954-05-31,134866.58793615247
1954-06-30,134873.55198615248
1954-07-31,134877.76430615247
1954-08-31,134872.98478615243
1954-09-30,134831.36012615243
1954-10-31,134795.90717615245
1954-11-30,134752.3612161525
1954-12-31,134707.53600615246
1955-01-31,134677.5151461525
1955-02-28,134632.97280615245
1955-03-31,134606.92065615245
1955-04-30,134569.72605615243
1955-05-31,134554.56810615247
1955-06-30,134571.48415615247
1955-07-31,134582.25647615246
1955-08-31,134581.45995615245
1955-09-30,134539.96329615245
1955-10-31,134504.70734615243
1955-11-30,134461.32438615247
1955-12-31,134441.36617615243
1956-01-31,134400.75531615247
1956-02-29,134336.86997615243
1956-03-31,134312.14282615247
1956-04-30,134277.97622615247
1956-05-31,134257.64427615248
1956-06-30,134274.1573261525
1956-07-31,134275.84764615248
1956-08-31,134275.57812615248
1956-09-30,134235.7624661525
1956-10-31,134200.1615161525
1956-11-30,134156.7545561525
1956-12-31,134112.18534615252
1957-01-31,134096.8606876868
1957-02-28,134054.3523476868
1957-03-31,134028.7731976868
1957-04-30,133989.81159768678
1957-05-31,133965.8676476868
1957-06-30,133987.1296976868
1957-07-31,134002.8160176868
1957-08-31,134006.8014976868
1957-09-30,133966.0788376868
1957-10-31,133929.2818876868
1957-11-30,133886.1809276868
1957-12-31,133843.6267176868
1958-01-31,133853.9918576868
1958-02-28,133825.4725176868
1958-03-31,133835.3283676868
1958-04-30,133813.8387676868
1958-05-31,133785.1138176868
1958-06-30,133807.2798676868
1958-07-31,133799.7471876868
1958-08-31,133790.1156676868
1958-09-30,133752.3170076868
1958-10-31,133718.9650576868
1958-11-30,133675.4840976868
1958-12-31,133630.7148876868
1959-01-31,133592.5940276868
1959-02-28,133555.6126876868
1959-03-31,133532.5365376868
1959-04-30,133496.51293768678
1959-05-31,133493.3639876868
1959-06-30,133516.1360376868
1959-07-31,133524.46635768682
1959-08-31,133530.77483768685
1959-09-30,133490.50717768678
1959-10-31,133455.1822276868
1959-11-30,133413.90826768678
1959-12-31,133370.2000576868
1960-01-31,133328.6641976868
1960-02-29,133287.4898576868
1960-03-31,133265.0727076868
1960-04-30,133228.69610768682
1960-05-31,133206.11915768686
1960-06-30,133235.25620768682
1960-07-31,133257.7295276868
1960-08-31,133264.1940076868
1960-09-30,133223.5713476868
1960-10-31,133186.62039768678
1960-11-30,133170.0194376868
1960-12-31,133126.2972276868
1961-01-31,133084.00936768678
1961-02-28,133040.97502768677
1961-03-31,133018.66487768677
1961-04-30,132984.84527768678
1961-05-31,132965.9393276868
1961-06-30,132985.62537768678
1961-07-31,133003.76169768677
1961-08-31,133009.96317768676
1961-09-30,132969.72351768677
1961-10-31,132934.55056768676
1961-11-30,132891.02260768675
1961-12-31,132844.33739768676
1962-01-31,132799.79853768676
1962-02-28,132940.224703001
1962-03-31,132902.212553001
1962-04-30,132871.154953001
1962-05-31,132855.189003001
1962-06-30,132887.976053001
1962-07-31,132900.40737300098
1962-08-31,132904.909853001
1962-09-30,132864.84119300102
1962-10-31,132839.94095128938
1962-11-30,132851.89299128938
1962-12-31,132827.63351023383
1963-01-31,132843.52865023387
1963-02-28,132850.08994057766
1963-03-31,132824.54079057762
1963-04-30,132788.6121905776
1963-05-31,132761.3382405776
1963-06-30,132785.8492905776
1963-07-31,132806.8136105776
1963-08-31,132807.2490905776
1963-09-30,132767.0324305776
1963-10-31,132737.0354805776
1963-11-30,132697.38252057758
1963-12-31,132654.85831057758
1964-01-31,132616.38445057758
1964-02-29,132576.7011105776
1964-03-31,132553.86196057755
1964-04-30,132518.83936057758
1964-05-31,132498.41341057754
1964-06-30,132504.12246057758
1964-07-31,132516.20678057754
1964-08-31,132523.9032605776
1964-09-30,132482.9196005776
1964-10-31,132445.6116505776
1964-11-30,132448.9442633992
1964-12-31,132407.2900533992
1965-01-31,132367.1561933992
1965-02-28,132322.87185339918
1965-03-31,132299.42270339918
1965-04-30,132269.39510339918
1965-05-31,132248.59815339913
1965-06-30,132258.10320339914
1965-07-31,132265.32552339914
1965-08-31,132265.75600339915
1965-09-30,132225.61034339914
1965-10-31,132194.85339339913
1965-11-30,132165.97143339913
1965-12-31,132127.10822339915
1966-01-31,132081.69936339915
1966-02-28,132036.90802339913
1966-03-31,132016.88587339915
1966-04-30,131986.07027339915
1966-05-31,131970.42532339913
1966-06-30,131998.0853733991
1966-07-31,132014.40169339912
1966-08-31,132022.19517339914
1966-09-30,131982.96151339915
1966-10-31,131950.11256339913
1966-11-30,131963.44360339915
1966-12-31,132024.76939339915
1967-01-31,132098.69153339913
1967-02-28,132114.45119339915
1967-03-31,132092.34904339915
1967-04-30,132088.69144339918
1967-05-31,132091.31149339915
1967-06-30,132161.40154339914
1967-07-31,132185.9348633992
1967-08-31,132238.2383433992
1967-09-30,132208.3226833992
1967-10-31,132173.9177333992
1967-11-30,132142.77377339918
1967-12-31,132103.34956339918
1968-01-31,132062.41670339918
1968-02-29,132018.6683633992
1968-03-31,131996.2162133992
1968-04-30,131965.1726133992
1968-05-31,131946.3226633992
1968-06-30,131971.09271339918
1968-07-31,131982.82903339918
1968-08-31,131986.65951339918
1968-09-30,131947.43685339918
1968-10-31,131910.89690339915
1968-11-30,131925.28694339914
1968-12-31,131934.20120730065
1969-01-31,132087.32634730064
1969-02-28,132257.91900730063
1969-03-31,132347.83585730064
1969-04-30,132544.87225730065
1969-05-31,132725.71730730066
1969-06-30,132986.38635730065
1969-07-31,133133.83267730067
1969-08-31,133244.94515730068
1969-09-30,133251.54749730063
1969-10-31,133236.01554730063
1969-11-30,133203.34958730065
1969-12-31,133160.45637730064
1970-01-31,133111.17251730064
1970-02-28,133060.42817730064
1970-03-31,133039.92702730064
1970-04-30,133009.26342730064
1970-05-31,133008.57447730066
1970-06-30,133064.48552730065
1970-07-31,133105.39084730064
1970-08-31,133127.12332730065
1970-09-30,133088.53466730064
1970-10-31,133055.90071730065
1970-11-30,133018.89975730065
1970-12-31,132963.87354730064
1971-01-31,132913.04368730064
1971-02-28,132860.34234730064
1971-03-31,132840.04819730064
1971-04-30,132807.33059730064
1971-05-31,132782.48164730062
1971-06-30,132826.7776973006
1971-07-31,132862.3300173006
1971-08-31,132880.2504973006
1971-09-30,132841.5588373006
1971-10-31,132808.7118873006
1971-11-30,132765.81192730062
1971-12-31,132724.52471730058
1972-01-31,132683.71885730056
1972-02-29,132648.49351730058
1972-03-31,132629.72036730062
1972-04-30,132599.66576730055
1972-05-31,132586.65181730062
1972-06-30,132614.1138673006
1972-07-31,132635.8291873006
1972-08-31,132641.2036673006
1972-09-30,132602.36900730061
1972-10-31,132569.36605730062
1972-11-30,132582.12709730054
1972-12-31,132558.6846744743
1973-01-31,132578.6268144743
1973-02-28,132600.1814744743
1973-03-31,132576.75732447428
1973-04-30,132547.6847244743
1973-05-31,132550.6117744743
1973-06-30,132607.0278244743
1973-07-31,132646.7681444743
1973-08-31,132673.5176244743
1973-09-30,132636.6669644743
1973-10-31,132603.72301447432
1973-11-30,132617.8400544743
1973-12-31,132569.51595969574
1974-01-31,132567.31082782507
1974-02-28,132527.68748782508
1974-03-31,132508.02333782509
1974-04-30,132473.8367378251
1974-05-31,132449.8257878251
1974-06-30,132496.7728378251
1974-07-31,132537.9391578251
1974-08-31,132563.80663782512
1974-09-30,132524.83697782512
1974-10-31,132485.24602782517
1974-11-30,132440.9570678251
1974-12-31,132392.86985782516
1975-01-31,132351.53899782515
1975-02-28,132313.65565782515
1975-03-31,132292.42950782515
1975-04-30,132256.35490782515
1975-05-31,132234.88295782515
1975-06-30,132273.67200782517
1975-07-31,132310.99132782515
1975-08-31,132324.08980782516
1975-09-30,132283.98214782515
1975-10-31,132255.72819782517
1975-11-30,132214.85723782517
1975-12-31,132175.05302782517
1976-01-31,132148.94416782516
1976-02-29,132124.99282782516
1976-03-31,132101.88467782515
1976-04-30,132063.25807782516
1976-05-31,132039.62312782515
1976-06-30,132054.24617782515
1976-07-31,132064.33849782517
1976-08-31,132071.69497782516
1976-09-30,132055.87731782516
1976-10-31,132016.06036782515
1976-11-30,131976.90340782516
1976-12-31,131936.13119782516
1977-01-31,131893.83733782516
1977-02-28,131856.74499782515
1977-03-31,131837.35584782515
1977-04-30,131802.41524782515
1977-05-31,131775.78729782515
1977-06-30,131788.89734782514
1977-07-31,131798.07966782516
1977-08-31,131802.56314782516
1977-09-30,131760.21948782515
1977-10-31,131731.28853782517
1977-11-30,131689.8145778251
1977-12-31,131675.21036782512
1978-01-31,131684.57050782512
1978-02-28,131835.47016782511
1978-03-31,131852.76501782512
1978-04-30,131857.92841782517
1978-05-31,131957.17846782514
1978-06-30,132060.65751782517
1978-07-31,132111.57183782515
1978-08-31,132137.77731782515
1978-09-30,132103.27565782514
1978-10-31,132060.75970782514
1978-11-30,132023.30874782513
1978-12-31,131985.72953782513
1979-01-31,131991.94454550743
1979-02-28,131968.42720550744
1979-03-31,131957.61105550744
1979-04-30,131921.75445550744
1979-05-31,131908.45650550743
1979-06-30,131941.34055550743
1979-07-31,131949.74587550745
1979-08-31,131958.71435550743
1979-09-30,131920.84769550743
1979-10-31,131898.59174550747
1979-11-30,131922.81978550745
1979-12-31,131915.6946767292
1980-01-31,131954.79075198766
1980-02-29,132000.37741198766
1980-03-31,132029.00126198767
1980-04-30,132040.93866198766
1980-05-31,132051.28971198766
1980-06-30,132115.56176198766
1980-07-31,132171.49608198766
1980-08-31,132205.43756198767
1980-09-30,132170.27590198765
1980-10-31,132142.80895198765
1980-11-30,132104.49099198767
1980-12-31,132073.67978198762
1981-01-31,132098.27492198758
1981-02-28,132062.5555819876
1981-03-31,132065.6004319876
1981-04-30,132029.0918319876
1981-05-31,132004.5828819876
1981-06-30,132007.4909319876
1981-07-31,132010.5742519876
1981-08-31,132018.7187319876
1981-09-30,131981.8770719876
1981-10-31,131958.2201219876
1981-11-30,131981.4301619876
1981-12-31,131962.69766362692
1982-01-31,131979.24480362693
1982-02-28,131979.46246362693
1982-03-31,132002.93031362694
1982-04-30,131980.88071362695
1982-05-31,131988.41676362688
1982-06-30,132029.0578136269
1982-07-31,132052.5331336269
1982-08-31,132079.7876136269
1982-09-30,132044.03995362687
1982-10-01,1352833.8285
1982-11-01,1358693.2995
1982-12-01,1361726.685
1983-01-01,1363007.975
1983-02-01,1365291.924
1983-03-01,1365770.0345
1983-04-01,1362795.754
1983-05-01,1356526.4635
1983-06-01,1347386.9394999999
1983-07-01,1343753.9945
1983-08-01,1344125.1434999998
1983-09-01,1347471.1014999999
1983-10-01,1353023.6354999999
1983-11-01,1357887.7719999999
1983-12-01,1361354.6045000001
1984-01-01,1362444.8595
1984-02-01,1363067.2744999998
1984-03-01,1361206.008
1984-04-01,1357904.0675
1984-05-01,1350054.621
1984-06-01,1343994.2785
1984-07-01,1342522.317
1984-08-01,1343090.42
1984-09-01,1346372.0935
1984-10-01,1351574.099
1984-11-01,1356680.8335000002
1984-12-01,1360492.4325
1985-01-01,1361990.0590000001
1985-02-01,1362936.953
1985-03-01,1362220.8185
1985-04-01,1358638.4145
1985-05-01,1351375.5735
1985-06-01,1344673.1815
1985-07-01,1342721.6815
1985-08-01,1343562.0745
1985-09-01,1347550.4835
1985-10-01,1352705.5485
1985-11-01,1357868.5315
1985-12-01,1360078.804
1986-01-01,1361825.8725
1986-02-01,1363898.0945000001
1986-03-01,1363823.16
1986-04-01,1360204.4425
1986-05-01,1352768.1645
1986-06-01,1344754.6935
1986-07-01,1343441.463
1986-08-01,1344112.004
1986-09-01,1347432.7260000003
1986-10-01,1352456.374
1986-11-01,1356997.4855
1986-12-01,1359429.2995
1987-01-01,1361457.1425
1987-02-01,1362900.52
1987-03-01,1362054.6919999998
1987-04-01,1358055.386
1987-05-01,1349958.3005
1987-06-01,1344344.674
1987-07-01,1343305.7905000001
1987-08-01,1344171.446
1987-09-01,1347316.5495
1987-10-01,1351764.1515000002
1987-11-01,1357881.1055
1987-12-01,1361313.5805
1988-01-01,1362538.2034999998
1988-02-01,1362578.7895
1988-03-01,1360720.9070000001
1988-04-01,1357231.4175
1988-05-01,1351480.1524999999
1988-06-01,1344822.9635
1988-07-01,1343036.2774999999
1988-08-01,1343715.496
1988-09-01,1346022.6065
1988-10-01,1351399.713
1988-11-01,1356795.295
1988-12-01,1360841.903
1989-01-01,1362047.8295
1989-02-01,1363319.4165
1989-03-01,1362163.136
1989-04-01,1357527.2565
1989-05-01,1350417.7345
1989-06-01,1344143.7785
1989-07-01,1342654.2925
1989-08-01,1343326.375
1989-09-01,1347201.348
1989-10-01,1352411.2695
1989-11-01,1357272.245
1989-12-01,1361056.4275
1990-01-01,1363164.9555000002
1990-02-01,1364092.003
1990-03-01,1362519.4175
1990-04-01,1358197.1039999998
1990-05-01,1350484.1430000002
1990-06-01,1344851.5205
1990-07-01,1342914.969
1990-08-01,1343652.4125
1990-09-01,1347105.4425
1990-10-01,1351804.5325000002
1990-11-01,1356447.716
1990-12-01,1359970.207
1991-01-01,1360856.0219999999
1991-02-01,1361906.0615
1991-03-01,1363281.9285
1991-04-01,1361325.758
1991-05-01,1354709.0775000001
1991-06-01,1346030.2745
1991-07-01,1343433.8029999998
1991-08-01,1343975.448
1991-09-01,1346353.1894999999
1991-10-01,1350784.1045
1991-11-01,1355872.3994999998
1991-12-01,1359860.6269999999
1992-01-01,1362155.546
1992-02-01,1364363.2519999999
1992-03-01,1363655.841
1992-04-01,1359146.2774999999
1992-05-01,1349687.05
1992-06-01,1344145.82
1992-07-01,1343332.3280000002
1992-08-01,1343416.8284999998
1992-09-01,1347218.1915
1992-10-01,1351507.809
1992-11-01,1356279.6005000002
1992-12-01,1360210.227
1993-01-01,1363649.547
1993-02-01,1365280.1515000002
1993-03-01,1363930.53
1993-04-01,1360272.1435
1993-05-01,1352631.693
1993-06-01,1346348.0725000002
1993-07-01,1343735.9885
1993-08-01,1344675.6745
1993-09-01,1347946.125
1993-10-01,1352426.015
1993-11-01,1356740.6430000002
1993-12-01,1360010.052
1994-01-01,1362053.1490000002
1994-02-01,1363357.068
1994-03-01,1361912.4465
1994-04-01,1357980.7145
1994-05-01,1352386.4614999997
1994-06-01,1344898.5835000002
1994-07-01,1343097.7045
1994-08-01,1343132.9995
1994-09-01,1346114.3865
1994-10-01,1351698.541
1994-11-01,1357510.98
1994-12-01,1360413.4685
1995-01-01,1363919.4425
1995-02-01,1365572.5219999999
1995-03-01,1365726.3005
1995-04-01,1361958.433
1995-05-01,1356537.7275
1995-06-01,1349071.0735
1995-07-01,1344108.347
1995-08-01,1344419.6
1995-09-01,1347636.5445
1995-10-01,1351691.498
1995-11-01,1356048.6560000002
1995-12-01,1359606.7835
1996-01-01,1360968.3800000001
1996-02-01,1362555.366
1996-03-01,1361827.67
1996-04-01,1357869.6745
1996-05-01,1349298.612
1996-06-01,1344150.77
1996-07-01,1342874.9375
1996-08-01,1343382.0295
1996-09-01,1347100.6409999998
1996-10-01,1351887.118
1996-11-01,1357871.8084999998
1996-12-01,1362254.9205
1997-01-01,1364767.6945000002
1997-02-01,1365327.7505
1997-03-01,1362823.716
1997-04-01,1358188.2204999998
1997-05-01,1349142.7865
1997-06-01,1343815.8569999998
1997-07-01,1342725.8760000002
1997-08-01,1343620.354
1997-09-01,1347777.7774999999
1997-10-01,1352298.0515
1997-11-01,1356614.333
1997-12-01,1360200.222
1998-01-01,1362272.258
1998-02-01,1366432.1815
1998-03-01,1366716.0529999998
1998-04-01,1364092.445
1998-05-01,1358967.9955
1998-06-01,1353134.6415
1998-07-01,1345121.344
1998-08-01,1344506.8095
1998-09-01,1347342.472
1998-10-01,1352616.2325
1998-11-01,1357689.7485000002
1998-12-01,1360897.058
1999-01-01,1362910.0875
1999-02-01,1364318.4145
1999-03-01,1362624.0785
1999-04-01,1359410.0725000002
1999-05-01,1352587.0565
1999-06-01,1345511.6979999999
1999-07-01,1343277.506
1999-08-01,1343694.2264999999
1999-09-01,1346414.0595
1999-10-01,1351076.3155
1999-11-01,1356238.495
1999-12-01,1360339.6005000002
2000-01-01,1362587.613
2000-02-01,1364079.484
2000-03-01,1363767.726
2000-04-01,1358934.3085
2000-05-01,1351294.5925
2000-06-01,1344343.067
