capacity,cost
3.5963001608264253,2183.330078
3.9559301769090673,1829.959961
4.315560192991709,1524.51001
4.675190209074351,1251.51001
5.034820225156995,988.6400150000001
5.394450241239637,734.1900019999997
5.75408025732228,492.80999800000006
6.113710273404923,296.929993
6.473340289487566,157.970001
6.832970305570207,49.330002
7.192600321652851,0.0
