capacity,cost
20.56884793,33916.85156
21.94052635,28428.74023
23.31050952,23684.93945
24.68218794,19444.99023
26.05386772,15362.42969
27.42384937,11402.49023
28.79552914,7653.689941
30.1655096,4611.569824
31.53718938,2453.340088
32.90886916,766.140015
34.27885216,0
