capacity,cost
139.52953027821755,84726.90625
153.47902394192306,71016.820312
167.43544048343819,59166.12890599999
181.3849237732009,48574.660156
195.34135068865882,38375.839844
209.29083397842155,28484.570312
223.24724014599386,19119.529297
237.19674418364212,11520.269531
251.14624891288662,6128.709961
265.1026543888628,1913.839966
279.0521376786255,0.0
