capacity,cost
3.0266983167241914,2726.0
3.3240581513497256,2232.699951
3.632037980069029,1779.75
3.9293978146945636,1368.420044
4.237377643413868,996.3699949999999
4.5347374780394025,676.840027
4.842717306758705,424.549988
5.14007714138424,225.830002
5.437436976009775,98.010002
5.7454168047290795,30.34
6.042776639354613,0.0
