,kaf
1921-10-31,309108.33501
1921-11-30,309118.77375
1921-12-31,309210.72289000003
1922-01-31,309267.72513000004
1922-02-28,309340.66714000003
1922-03-31,309451.97645
1922-04-30,309503.69189324987
1922-05-31,309537.38750324986
1922-06-30,309578.00305269123
1922-07-31,309370.9073826912
1922-08-31,309183.83052993397
1922-09-30,309197.788279934
1922-10-31,309230.61828993395
1922-11-30,309257.052029934
1922-12-31,309307.60916993394
1923-01-31,309341.58540993393
1923-02-28,309373.7954199339
1923-03-31,309454.8040786813
1923-04-30,309490.2604905524
1923-05-31,309374.1589005525
1923-06-30,309167.37109055236
1923-07-31,308967.86142055236
1923-08-31,308768.2025288106
1923-09-30,308791.0012788106
1923-10-31,308828.1342888106
1923-11-30,308842.2820288106
1923-12-31,308857.1031688106
1924-01-31,308883.4754088106
1924-02-29,308910.4294188106
1924-03-31,308825.0747288106
1924-04-30,308801.26945881057
1924-05-31,308655.02526881057
1924-06-30,308433.9394588105
1924-07-31,308234.97478881053
1924-08-31,308014.5901388105
1924-09-30,308044.8388888105
1924-10-31,308090.02089881053
1924-11-30,308119.2326388105
1924-12-31,308166.7847788105
1925-01-31,308198.2780188105
1925-02-28,308248.2160288105
1925-03-31,308365.56733881054
1925-04-30,308378.95635068155
1925-05-31,308265.55156068155
1925-06-30,308115.3379306816
1925-07-31,307931.83836068155
1925-08-31,307775.2658106816
1925-09-30,307801.2985606816
1925-10-31,307850.2425706816
1925-11-30,307872.0833106816
1925-12-31,307898.84045068163
1926-01-31,307924.9236906816
1926-02-28,307968.3597006816
1926-03-31,308020.29029409
1926-04-30,308115.72801926365
1926-05-31,307993.13042926363
1926-06-30,307802.4956192636
1926-07-31,307614.08084926364
1926-08-31,307451.24689926364
1926-09-30,307481.02664926363
1926-10-31,307528.11865926365
1926-11-30,307647.0413992637
1926-12-31,307681.8795392637
1927-01-31,307720.24477926374
1927-02-28,307821.4557892637
1927-03-31,307926.50009926374
1927-04-30,308034.59882926376
1927-05-31,308039.7017392638
1927-06-30,307911.89292926376
1927-07-31,307713.0467592638
1927-08-31,307563.2378092638
1927-09-30,307586.3535592638
1927-10-31,307633.50556926377
1927-11-30,307674.4643092638
1927-12-31,307705.3884492638
1928-01-31,307739.4836892638
1928-02-29,307774.9526992638
1928-03-31,307889.5270092638
1928-04-30,307921.23088886193
1928-05-31,307797.2400988619
1928-06-30,307620.5122888619
1928-07-31,307428.5016188619
1928-08-31,307236.42444688897
1928-09-30,307215.18279688904
1928-10-31,307169.0204068891
1928-11-30,307196.5022755207
1928-12-31,307230.4934155207
1929-01-31,307250.6466555207
1929-02-28,307271.4056655207
1929-03-31,307186.8209755207
1929-04-30,307122.8797055207
1929-05-31,306964.4993155207
1929-06-30,306749.9185055207
1929-07-31,306553.51983552065
1929-08-31,306348.46618552064
1929-09-30,306388.49793552066
1929-10-31,306436.0469455207
1929-11-30,306462.80368552066
1929-12-31,306486.7598255207
1930-01-31,306527.93706552073
1930-02-28,306557.94607552065
1930-03-31,306628.2285472013
1930-04-30,306576.10927720123
1930-05-31,306417.54888720124
1930-06-30,306208.91607720125
1930-07-31,306014.3334072013
1930-08-31,305814.1357572013
1930-09-30,305803.39190720126
1930-10-31,305806.1463171421
1930-11-30,305837.13205714204
1930-12-31,305865.1861971421
1931-01-31,305911.7594371421
1931-02-28,305939.85544714204
1931-03-31,305850.27075714205
1931-04-30,305794.20648714213
1931-05-31,305627.9220971421
1931-06-30,305410.6212871421
1931-07-31,305232.6506171421
1931-08-31,305037.8899671421
1931-09-30,305027.7987171421
