capacity,cost
1.3171382373862907e-05,2028.069946
1.4477635171270801e-05,1539.829956
1.578388796867869e-05,1123.130005
1.714456796597858e-05,764.72998
1.8450820763386476e-05,451.380005
1.9757073560794362e-05,225.559998
2.106332635820225e-05,96.279999
2.2424006355502144e-05,39.689999
2.373025915291004e-05,20.9
2.503651195031792e-05,6.48
2.6342764747725815e-05,0.0
