capacity,cost
4.354175991359639e-07,70.620003
4.898447990279593e-07,54.150002
5.44271998919955e-07,39.389998999999996
5.986991988119504e-07,26.690001000000002
6.531263987039459e-07,15.58
7.075535985959415e-07,7.98
7.619807984879369e-07,1.37
8.164079983799323e-07,0.73
8.708351982719278e-07,0.21
9.252623981639237e-07,0.0
