capacity,cost
13.215716703675534,18173.480469
14.533726969741664,14902.709961000002
15.858860899335758,11904.099609
17.176871165401888,9218.599609
18.49487929415523,6990.310059
19.82001393618692,5272.569824
21.138023489815453,3819.179932
22.463158131847138,2484.209961
23.781167685475673,1341.880005
25.106302327507372,415.130005
26.424310456260706,0.0
