capacity,cost
4.534062906735354e-05,3695.98999
4.990731113169131e-05,3046.840088
5.4473993196029074e-05,2451.949951
5.8877579472354783e-05,1894.709961
6.344426153669257e-05,1382.949951
6.801094360103031e-05,926.6099849999999
7.257762566536809e-05,543.530029
7.714430772970586e-05,293.26001
8.154789400603155e-05,153.440002
8.611457607036934e-05,47.529999
9.068125813470709e-05,0.0
