capacity,cost
5.7083525804222084e-05,4652.009765999999
6.279187838464429e-05,3834.4499509999996
6.85002309650665e-05,3085.23999
7.420858354548871e-05,2384.25
7.991693612591093e-05,1740.660034
8.562528870633313e-05,1166.599976
9.133364128675532e-05,684.130005
9.704199386717754e-05,368.950012
0.00010275034644759975,193.050003
0.00010845869902802196,59.860001000000004
0.00011416705160844417,0.0
