capacity,cost
1.1765941082354626e-06,55.220001
1.4119129298825545e-06,41.977577000000004
1.6472317515296475e-06,28.74379
1.88255057317674e-06,15.53
2.117869394823832e-06,5.36
2.353188216470925e-06,0.87
2.5885070381180173e-06,0.0
